EmpID,Age,Attrition,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,PerformanceRating,YearsAtCompany
RM314,33,No,Travel_Frequently,Research & Development,4,Life Sciences,Female,3,Manager,2,11878,3,10
RM329,33,No,Travel_Frequently,Sales,3,Marketing,Male,2,Sales Executive,4,4682,3,7
RM364,33,Yes,Travel_Rarely,Sales,3,Marketing,Female,1,Sales Representative,3,2851,3,1
RM436,33,Yes,Travel_Rarely,Research & Development,1,Medical,Male,3,Manager,3,13610,3,7
RM437,33,Yes,Travel_Rarely,Research & Development,1,Medical,Male,1,Laboratory Technician,4,3408,3,4
RM456,33,No,Travel_Rarely,Research & Development,5,Medical,Female,4,Research Director,3,16184,3,6
RM500,33,No,Travel_Rarely,Sales,4,Marketing,Male,2,Sales Executive,3,7104,3,5
RM510,33,No,Travel_Frequently,Research & Development,3,Life Sciences,Male,2,Healthcare Representative,4,7725,4,13
RM515,33,Yes,Travel_Frequently,Research & Development,3,Life Sciences,Male,1,Research Scientist,1,3348,3,10
RM563,33,Yes,Travel_Rarely,Research & Development,4,Other,Male,1,Research Scientist,4,2686,3,10
RM591,33,No,Travel_Rarely,Research & Development,3,Medical,Male,3,Research Director,3,11691,3,13
RM592,33,Yes,Travel_Rarely,Sales,3,Marketing,Female,2,Sales Executive,1,5324,3,3
RM620,33,No,Travel_Rarely,Sales,3,Medical,Male,2,Sales Executive,1,4037,4,9
RM656,33,No,Travel_Rarely,Human Resources,2,Human Resources,Male,1,Human Resources,2,2277,3,4
RM674,33,No,Travel_Rarely,Research & Development,4,Other,Male,1,Research Scientist,1,2799,3,3
RM695,33,No,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Healthcare Representative,4,6949,3,5
RM711,33,No,Non-Travel,Sales,3,Life Sciences,Male,4,Manager,3,17444,3,10
RM713,33,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,1,Research Scientist,4,3452,3,3
RM716,33,No,Travel_Frequently,Research & Development,4,Other,Female,2,Healthcare Representative,2,5488,3,6
RM755,33,No,Non-Travel,Sales,1,Life Sciences,Female,1,Sales Representative,4,2342,3,2
RM791,33,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Healthcare Representative,4,7119,3,3
RM793,33,Yes,Travel_Frequently,Research & Development,4,Medical,Female,2,Research Scientist,3,4508,4,13
RM799,33,Yes,Travel_Rarely,Research & Development,3,Medical,Male,1,Research Scientist,2,2313,4,2
RM803,33,No,Travel_Frequently,Sales,3,Life Sciences,Female,2,Sales Executive,2,4302,3,3
RM830,33,Yes,Travel_Rarely,Sales,4,Marketing,Female,2,Sales Executive,1,8224,3,5
RM864,33,No,Travel_Rarely,Human Resources,3,Human Resources,Male,1,Human Resources,3,3600,3,5
RM873,33,No,Travel_Frequently,Sales,3,Medical,Female,2,Sales Executive,3,4539,3,10
RM884,33,No,Travel_Rarely,Research & Development,3,Medical,Male,1,Research Scientist,4,2781,3,14
RM909,33,No,Travel_Rarely,Sales,5,Marketing,Male,3,Sales Executive,3,8380,3,9
RM991,33,No,Travel_Frequently,Sales,1,Life Sciences,Male,2,Sales Executive,4,9998,3,5
RM1048,33,No,Travel_Frequently,Sales,3,Medical,Male,2,Sales Executive,1,4373,3,4
RM1067,33,No,Travel_Rarely,Research & Development,4,Medical,Female,1,Laboratory Technician,2,3838,3,5
RM1075,33,No,Travel_Rarely,Research & Development,5,Life Sciences,Male,2,Healthcare Representative,3,6388,3,0
RM1092,33,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Manufacturing Director,2,4320,3,5
RM1096,33,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Laboratory Technician,3,5207,3,15
RM1106,33,No,Travel_Rarely,Sales,4,Life Sciences,Male,2,Sales Executive,1,6392,3,2
RM1190,33,No,Travel_Rarely,Sales,4,Medical,Male,2,Sales Executive,4,5505,3,6
RM1199,33,No,Non-Travel,Sales,3,Life Sciences,Female,2,Sales Executive,4,5368,4,6
RM1211,33,No,Travel_Rarely,Research & Development,3,Medical,Male,1,Laboratory Technician,2,2028,3,14
RM1254,33,No,Non-Travel,Sales,3,Marketing,Female,2,Sales Executive,2,5147,3,11
RM1256,33,Yes,Travel_Rarely,Sales,3,Life Sciences,Female,3,Sales Executive,1,8564,4,0
RM1266,33,No,Non-Travel,Research & Development,3,Technical Degree,Male,2,Research Scientist,2,3055,3,9
RM1283,33,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Research Scientist,1,3143,3,10
RM1364,33,No,Travel_Rarely,Sales,4,Marketing,Male,2,Sales Executive,3,5487,3,10
RM1399,33,No,Travel_Frequently,Research & Development,2,Life Sciences,Male,2,Healthcare Representative,3,5968,4,9
RM1416,33,No,Non-Travel,Research & Development,2,Medical,Male,1,Laboratory Technician,3,2008,3,1
RM1426,33,No,Travel_Rarely,Research & Development,2,Medical,Female,2,Healthcare Representative,4,4878,3,9
RM014,34,No,TravelRarely,Research & Development,2,Medical,Male,1,Laboratory Technician,4,2661,3,2
RM023,34,No,TravelRarely,Research & Development,4,Life Sciences,Female,3,Research Director,2,11994,3,12
RM025,34,Yes,Travel_Rarely,Research & Development,1,Medical,Male,1,Research Scientist,1,2960,3,4
RM047,34,No,Non-Travel,Sales,4,Marketing,Male,2,Sales Executive,3,4568,4,9
RM085,34,No,Travel_Rarely,Research & Development,2,Medical,Male,2,Manufacturing Director,2,4325,3,5
RM104,34,No,Travel_Rarely,Research & Development,4,Other,Female,2,Research Scientist,3,4809,3,16
RM112,34,Yes,Travel_Frequently,Research & Development,3,Life Sciences,Male,2,Laboratory Technician,3,6074,4,9
RM115,34,No,Travel_Rarely,Research & Development,4,Life Sciences,Female,2,Research Scientist,2,4505,3,1
RM117,34,No,Travel_Rarely,Research & Development,3,Medical,Female,3,Manager,1,11631,3,11
RM160,34,No,Travel_Frequently,Sales,4,Marketing,Female,1,Sales Representative,3,2231,3,4
RM182,34,No,Travel_Rarely,Research & Development,2,Medical,Female,1,Research Scientist,2,2311,3,3
RM189,34,No,Travel_Frequently,Research & Development,1,Life Sciences,Male,2,Manufacturing Director,3,9547,3,10
RM203,34,No,Travel_Frequently,Research & Development,4,Medical,Male,1,Research Scientist,3,3815,3,5
RM248,34,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Manufacturing Director,1,5957,3,11
RM379,34,Yes,Non-Travel,Sales,3,Marketing,Male,2,Sales Executive,4,5304,3,5
RM394,34,No,Non-Travel,Sales,4,Marketing,Female,2,Sales Executive,3,6538,3,3
RM416,34,Yes,Travel_Frequently,Sales,2,Marketing,Female,1,Sales Representative,3,2351,3,2
RM433,34,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Research Scientist,3,2768,3,7
RM441,34,Yes,Travel_Frequently,Human Resources,3,Human Resources,Female,3,Human Resources,1,9950,3,3
RM463,34,No,Travel_Rarely,Sales,4,Life Sciences,Male,2,Sales Executive,4,5337,3,10
RM482,34,No,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Research Scientist,4,3622,3,6
RM495,34,No,Travel_Rarely,Sales,3,Technical Degree,Female,1,Sales Representative,3,2579,3,8
RM504,34,No,Travel_Rarely,Research & Development,5,Life Sciences,Male,1,Research Scientist,4,2691,3,10
RM525,34,No,Travel_Rarely,Research & Development,3,Medical,Female,3,Healthcare Representative,2,8621,3,8
RM550,34,No,Travel_Rarely,Research & Development,2,Medical,Female,2,Healthcare Representative,3,6142,3,5
RM561,34,No,Travel_Rarely,Research & Development,5,Life Sciences,Female,2,Manufacturing Director,1,5121,3,0
RM568,34,No,Travel_Rarely,Sales,3,Other,Male,2,Sales Executive,4,6274,4,6
RM575,34,No,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Research Scientist,4,3280,3,4
RM580,34,No,Travel_Rarely,Research & Development,4,Medical,Female,1,Research Scientist,1,4381,3,6
RM584,34,No,Travel_Rarely,Sales,2,Life Sciences,Female,2,Sales Executive,1,6500,3,3
RM607,34,No,Travel_Frequently,Research & Development,4,Life Sciences,Female,1,Research Scientist,4,2553,3,5
RM614,34,No,Travel_Rarely,Human Resources,2,Human Resources,Male,1,Human Resources,4,3737,3,3
RM672,34,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,2,2008,3,1
RM758,34,No,Travel_Rarely,Sales,4,Marketing,Male,2,Sales Executive,4,9725,3,15
RM764,34,No,Travel_Rarely,Sales,4,Life Sciences,Female,1,Sales Representative,3,2220,3,1
RM795,34,No,Travel_Frequently,Research & Development,1,Life Sciences,Male,2,Healthcare Representative,4,7756,3,6
RM804,34,No,Non-Travel,Research & Development,4,Life Sciences,Male,1,Research Scientist,4,2979,3,0
RM823,34,No,Travel_Frequently,Research & Development,2,Life Sciences,Male,2,Manufacturing Director,3,4033,3,3
RM835,34,No,Travel_Rarely,Sales,1,Life Sciences,Female,2,Sales Executive,3,5714,4,6
RM848,34,No,Travel_Frequently,Research & Development,3,Medical,Male,2,Healthcare Representative,1,5343,4,13
RM907,34,No,Travel_Rarely,Research & Development,3,Technical Degree,Female,1,Research Scientist,3,2585,3,1
RM918,34,No,Travel_Rarely,Sales,3,Marketing,Female,2,Sales Executive,1,4538,3,3
RM921,34,No,Travel_Frequently,Research & Development,3,Medical,Female,2,Laboratory Technician,2,4444,3,11
RM924,34,No,Travel_Frequently,Human Resources,3,Life Sciences,Male,2,Human Resources,2,4490,3,10
RM959,34,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Healthcare Representative,4,8500,3,9
RM965,34,No,Travel_Rarely,Sales,2,Medical,Female,2,Sales Executive,1,6125,3,10
RM978,34,No,Non-Travel,Research & Development,1,Technical Degree,Female,1,Research Scientist,3,2029,4,5
RM980,34,No,Travel_Rarely,Research & Development,3,Medical,Male,2,Laboratory Technician,3,5429,3,8
RM984,34,No,Travel_Rarely,Research & Development,4,Technical Degree,Female,2,Healthcare Representative,4,6687,3,14
RM1016,34,No,Travel_Frequently,Research & Development,4,Other,Male,1,Research Scientist,1,2996,3,4
RM1028,34,No,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Laboratory Technician,2,3294,3,5
RM1040,34,Yes,Travel_Rarely,Human Resources,4,Technical Degree,Female,1,Human Resources,3,2742,3,2
RM1049,34,No,Travel_Rarely,Sales,3,Other,Male,2,Sales Executive,1,4759,3,13
RM1056,34,No,Travel_Frequently,Research & Development,3,Medical,Male,4,Research Director,1,17007,3,14
RM1059,34,Yes,Travel_Rarely,Sales,4,Medical,Female,2,Sales Executive,2,4599,4,15
RM1085,34,No,Travel_Rarely,Sales,3,Technical Degree,Male,3,Sales Executive,3,7083,3,10
RM1088,34,No,Travel_Rarely,Sales,2,Technical Degree,Male,1,Sales Representative,3,2308,4,11
RM1116,34,No,Travel_Rarely,Research & Development,4,Medical,Male,1,Research Scientist,4,2972,3,1
RM1118,34,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Research Scientist,4,5484,3,2
RM1132,34,No,Travel_Frequently,Research & Development,4,Technical Degree,Male,2,Healthcare Representative,3,5063,3,8
RM1147,34,No,Travel_Frequently,Research & Development,4,Life Sciences,Male,2,Manufacturing Director,4,4724,3,9
RM1180,34,No,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Research Scientist,2,5433,3,11
RM1209,34,No,Travel_Rarely,Research & Development,2,Medical,Male,2,Laboratory Technician,4,3986,3,15
RM1213,34,No,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Research Scientist,4,2929,3,10
RM1253,34,No,Travel_Rarely,Research & Development,4,Medical,Male,1,Research Scientist,4,2932,3,5
RM1268,34,No,Non-Travel,Sales,3,Life Sciences,Male,2,Sales Executive,3,4001,3,15
RM1271,34,No,Travel_Rarely,Sales,2,Life Sciences,Female,2,Sales Executive,4,6029,3,2
RM1291,34,Yes,Travel_Frequently,Research & Development,4,Life Sciences,Male,2,Laboratory Technician,1,5346,3,7
RM1301,34,No,Travel_Rarely,Sales,2,Technical Degree,Male,2,Sales Executive,3,6799,4,10
RM1343,34,No,Travel_Rarely,Sales,3,Life Sciences,Male,3,Sales Executive,4,9713,3,5
RM1354,34,Yes,Non-Travel,Research & Development,4,Technical Degree,Male,1,Research Scientist,1,2307,4,5
RM1360,34,No,Travel_Rarely,Sales,1,Medical,Female,2,Sales Executive,4,8103,3,4
RM1369,34,No,Travel_Frequently,Research & Development,4,Other,Male,2,Research Scientist,4,5747,3,15
RM1385,34,No,Travel_Rarely,Sales,3,Marketing,Male,3,Sales Executive,4,9888,4,14
RM1386,34,No,Travel_Rarely,Sales,4,Medical,Male,3,Sales Executive,3,8628,3,8
RM1447,34,No,Travel_Rarely,Sales,3,Marketing,Female,2,Sales Executive,3,6712,4,8
RM1470,34,No,TravelRarely,Research & Development,3,Medical,Male,2,Laboratory Technician,3,4404,3,4
RM1470,34,No,TravelRarely,Research & Development,3,Medical,Male,2,Laboratory Technician,3,4404,3,4
RM011,35,No,Travel_Rarely,Research & Development,3,Medical,Male,1,Laboratory Technician,2,2426,3,5
RM038,35,No,Travel_Rarely,Sales,3,Marketing,Female,1,Sales Representative,4,2014,3,2
RM041,35,No,Travel_Rarely,Research & Development,2,Other,Male,1,Laboratory Technician,4,1951,3,1
RM050,35,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,1,Laboratory Technician,4,2269,3,1
RM054,35,No,Non-Travel,Research & Development,2,Medical,Male,3,Healthcare Representative,1,9884,3,4
RM057,35,No,Travel_Frequently,Sales,5,Life Sciences,Male,3,Sales Executive,1,9069,4,9
RM058,35,No,Travel_Rarely,Research & Development,4,Medical,Female,1,Laboratory Technician,1,4014,3,2
RM069,35,No,Travel_Frequently,Research & Development,3,Medical,Male,1,Research Scientist,1,2194,3,3
RM077,35,No,Travel_Rarely,Sales,4,Marketing,Male,2,Sales Executive,1,4312,3,15
RM082,35,No,Travel_Rarely,Research & Development,3,Medical,Male,1,Research Scientist,3,2859,3,6
RM152,35,No,Travel_Rarely,Sales,5,Marketing,Male,3,Sales Executive,2,7295,3,10
RM193,35,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Manufacturing Director,3,5916,3,1
RM197,35,No,Travel_Frequently,Research & Development,3,Medical,Female,2,Laboratory Technician,2,4425,3,6
RM229,35,No,Travel_Frequently,Sales,3,Marketing,Female,3,Sales Executive,3,8789,3,10
RM277,35,No,Travel_Rarely,Research & Development,3,Life Sciences,Female,3,Manager,2,11996,3,7
RM298,35,No,Travel_Rarely,Sales,3,Marketing,Male,3,Sales Executive,2,8020,3,11
RM345,35,No,Travel_Rarely,Research & Development,4,Technical Degree,Male,3,Manufacturing Director,2,8095,3,16
RM373,35,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Healthcare Representative,2,6540,3,1
RM431,35,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,3,4230,3,5
RM439,35,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Healthcare Representative,3,7632,3,8
RM448,35,No,Travel_Rarely,Sales,3,Marketing,Male,2,Sales Executive,3,4717,3,11
RM462,35,No,Travel_Rarely,Sales,3,Medical,Female,2,Sales Executive,3,4859,3,5
RM484,35,No,Travel_Rarely,Research & Development,2,Other,Male,2,Laboratory Technician,4,3681,3,3
RM509,35,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Research Scientist,4,6646,3,17
RM516,35,No,Non-Travel,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,3,1281,3,1
RM558,35,No,Non-Travel,Research & Development,4,Life Sciences,Female,2,Healthcare Representative,1,5093,3,1
RM581,35,No,Travel_Rarely,Sales,4,Life Sciences,Female,1,Sales Representative,4,2572,3,3
RM597,35,No,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Research Scientist,3,2506,3,2
RM612,35,No,Travel_Rarely,Research & Development,3,Other,Male,3,Manufacturing Director,3,10221,4,8
RM621,35,No,Travel_Rarely,Research & Development,1,Medical,Female,1,Research Scientist,1,2559,3,6
RM636,35,No,Travel_Rarely,Research & Development,3,Life Sciences,Female,3,Manufacturing Director,3,10685,4,17
RM637,35,Yes,Travel_Frequently,Research & Development,4,Life Sciences,Female,1,Research Scientist,2,2022,3,10
RM648,35,No,Travel_Rarely,Research & Development,3,Technical Degree,Male,3,Manufacturing Director,2,10903,3,13
RM677,35,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,2,Healthcare Representative,4,4014,4,10
RM699,35,No,Travel_Rarely,Sales,3,Medical,Female,2,Sales Executive,3,4601,3,5
RM705,35,No,Travel_Rarely,Sales,4,Life Sciences,Male,3,Sales Executive,4,7823,3,10
RM726,35,Yes,Travel_Rarely,Research & Development,4,Other,Male,1,Laboratory Technician,2,3743,4,4
RM730,35,No,Travel_Rarely,Research & Development,4,Medical,Female,3,Healthcare Representative,3,10388,3,16
RM741,35,No,Travel_Rarely,Research & Development,3,Other,Male,1,Laboratory Technician,4,3917,4,3
RM792,35,Yes,Travel_Rarely,Sales,3,Technical Degree,Male,3,Sales Executive,1,9582,4,8
RM821,35,No,Travel_Frequently,Sales,2,Marketing,Male,2,Sales Executive,4,4968,3,5
RM836,35,No,Travel_Rarely,Human Resources,4,Technical Degree,Male,1,Human Resources,3,4323,3,5
RM841,35,No,Travel_Rarely,Research & Development,4,Medical,Male,1,Laboratory Technician,3,2258,3,8
RM847,35,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Manufacturing Director,2,10274,3,7
RM849,35,No,Travel_Frequently,Research & Development,4,Other,Male,1,Laboratory Technician,4,2376,3,2
RM871,35,No,Travel_Rarely,Sales,4,Life Sciences,Male,2,Sales Executive,1,8966,3,7
RM889,35,No,Non-Travel,Sales,2,Marketing,Female,3,Sales Executive,4,10377,3,13
RM925,35,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,1,Research Scientist,3,3506,3,3
RM962,35,No,Travel_Frequently,Research & Development,4,Life Sciences,Male,2,Research Scientist,3,4249,3,9
RM974,35,No,Travel_Rarely,Research & Development,3,Medical,Female,2,Laboratory Technician,4,5363,3,9
RM982,35,Yes,Travel_Frequently,Sales,4,Marketing,Female,2,Sales Executive,3,4614,3,4
RM1003,35,No,Travel_Frequently,Research & Development,2,Life Sciences,Male,3,Manufacturing Director,4,9362,3,2
RM1060,35,No,Travel_Rarely,Sales,1,Life Sciences,Male,1,Sales Representative,3,2404,3,1
RM1082,35,No,Travel_Rarely,Research & Development,3,Life Sciences,Female,3,Healthcare Representative,2,8606,3,11
RM1101,35,No,Travel_Rarely,Sales,4,Life Sciences,Female,1,Sales Representative,3,2430,4,5
RM1109,35,No,Travel_Rarely,Research & Development,3,Medical,Male,1,Laboratory Technician,1,2450,3,3
RM1111,35,Yes,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Laboratory Technician,1,2074,3,1
RM1124,35,No,Travel_Rarely,Research & Development,4,Medical,Female,2,Healthcare Representative,3,6142,3,5
RM1131,35,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Laboratory Technician,3,3407,3,10
RM1135,35,No,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Laboratory Technician,4,2690,3,1
RM1151,35,No,Travel_Rarely,Research & Development,5,Life Sciences,Male,2,Research Scientist,1,5208,3,16
RM1158,35,No,Non-Travel,Research & Development,4,Life Sciences,Female,2,Healthcare Representative,3,4148,3,14
RM1163,35,Yes,Travel_Rarely,Sales,3,Medical,Male,3,Sales Executive,1,10306,3,13
RM1168,35,Yes,Travel_Rarely,Sales,2,Medical,Male,2,Sales Executive,4,5440,3,2
RM1187,35,Yes,Travel_Frequently,Sales,4,Other,Male,2,Sales Executive,4,4581,4,11
RM1216,35,No,Travel_Frequently,Research & Development,4,Medical,Male,1,Research Scientist,4,4930,3,5
RM1233,35,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Manufacturing Director,3,6883,3,7
RM1282,35,Yes,Travel_Rarely,Sales,3,Life Sciences,Male,2,Sales Executive,4,5813,3,10
RM1289,35,No,Non-Travel,Research & Development,2,Medical,Male,2,Manufacturing Director,4,5762,3,7
RM1303,35,No,Travel_Rarely,Research & Development,4,Medical,Male,1,Laboratory Technician,3,2705,3,5
RM1346,35,No,Travel_Rarely,Research & Development,2,Other,Female,2,Manufacturing Director,2,4788,3,3
RM1381,35,No,Travel_Rarely,Sales,4,Medical,Male,2,Sales Executive,1,5561,3,5
RM1393,35,No,Travel_Rarely,Sales,4,Life Sciences,Female,2,Sales Executive,4,5204,3,10
RM1423,35,No,TravelRarely,Research & Development,4,Medical,Male,1,Laboratory Technician,3,2660,3,2
RM1425,35,No,Travel_Rarely,Research & Development,4,Medical,Male,2,Research Scientist,3,5098,3,10
RM1451,35,No,Travel_Rarely,Human Resources,4,Life Sciences,Female,3,Human Resources,4,8837,3,9
RM1457,35,No,Travel_Frequently,Research & Development,4,Life Sciences,Male,2,Healthcare Representative,3,5689,3,10
RM1459,35,No,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Research Scientist,4,2977,3,4
RM010,36,No,Travel_Rarely,Research & Development,3,Medical,Male,2,Healthcare Representative,3,5237,3,7
RM022,36,Yes,Travel_Rarely,Sales,4,Life Sciences,Male,1,Sales Representative,1,3407,4,5
RM039,36,No,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Research Scientist,1,3419,3,1
RM065,36,No,Travel_Rarely,Research & Development,3,Technical Degree,Female,3,Healthcare Representative,3,10096,3,17
RM067,36,No,Travel_Frequently,Research & Development,3,Life Sciences,Male,2,Manufacturing Director,2,6499,3,6
RM070,36,Yes,Travel_Rarely,Research & Development,3,Medical,Male,1,Research Scientist,3,3388,3,1
RM075,36,No,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Laboratory Technician,4,3038,3,1
RM118,36,No,Travel_Frequently,Sales,2,Technical Degree,Female,3,Sales Executive,4,9738,3,9
RM119,36,No,Travel_Rarely,Research & Development,2,Life Sciences,Female,1,Laboratory Technician,4,2835,4,1
RM136,36,No,Travel_Rarely,Research & Development,2,Medical,Male,2,Manufacturing Director,2,4941,4,3
RM173,36,No,Travel_Frequently,Research & Development,2,Medical,Male,1,Laboratory Technician,2,2088,3,8
RM208,36,No,Travel_Frequently,Research & Development,1,Medical,Female,1,Laboratory Technician,4,2153,3,8
RM221,36,No,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Laboratory Technician,2,5914,3,13
RM270,36,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,4,3210,3,15
RM292,36,No,Travel_Rarely,Research & Development,3,Technical Degree,Male,2,Research Scientist,2,4485,3,8
RM299,36,No,Travel_Frequently,Research & Development,4,Life Sciences,Male,1,Laboratory Technician,4,3688,3,1
RM306,36,No,Non-Travel,Research & Development,4,Life Sciences,Female,2,Laboratory Technician,2,5674,3,9
RM359,36,No,Non-Travel,Sales,5,Medical,Female,2,Sales Executive,4,6653,3,1
RM360,36,No,Travel_Frequently,Sales,4,Medical,Male,3,Sales Executive,4,9699,3,13
RM378,36,No,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Research Scientist,3,2543,3,2
RM385,36,No,Travel_Rarely,Sales,2,Medical,Male,3,Sales Executive,3,7596,3,10
RM443,36,No,Non-Travel,Sales,4,Medical,Male,3,Sales Executive,4,9980,3,10
RM512,36,No,Travel_Rarely,Research & Development,2,Medical,Male,2,Manufacturing Director,2,8847,3,3
RM542,36,No,Non-Travel,Research & Development,3,Life Sciences,Female,3,Research Director,1,11713,3,8
RM570,36,No,Non-Travel,Sales,4,Life Sciences,Male,3,Sales Executive,1,7587,3,10
RM594,36,No,Travel_Rarely,Research & Development,3,Other,Female,2,Manufacturing Director,2,5228,3,9
RM600,36,No,Travel_Rarely,Human Resources,3,Human Resources,Male,1,Human Resources,2,2143,3,5
RM622,36,No,Travel_Rarely,Sales,2,Life Sciences,Male,2,Sales Executive,4,6201,3,18
RM634,36,No,Travel_Rarely,Human Resources,3,Life Sciences,Male,1,Human Resources,1,2342,4,5
RM665,36,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,2,Healthcare Representative,4,6586,3,16
RM681,36,No,Travel_Rarely,Research & Development,4,Other,Male,1,Research Scientist,4,4678,3,6
RM688,36,No,Travel_Rarely,Research & Development,4,Medical,Male,1,Laboratory Technician,3,2519,4,11
RM694,36,Yes,Travel_Rarely,Sales,1,Life Sciences,Male,3,Sales Executive,4,10325,3,16
RM709,36,No,Non-Travel,Sales,4,Technical Degree,Male,2,Sales Executive,4,5079,3,7
RM753,36,Yes,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Laboratory Technician,1,2743,3,17
RM762,36,Yes,Travel_Rarely,Research & Development,3,Other,Male,2,Laboratory Technician,3,4834,3,1
RM774,36,No,Travel_Rarely,Research & Development,5,Medical,Female,3,Manufacturing Director,4,8858,3,14
RM818,36,No,Non-Travel,Research & Development,4,Life Sciences,Male,2,Manufacturing Director,4,7779,4,11
RM874,36,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Laboratory Technician,3,2741,3,7
RM883,36,No,Travel_Rarely,Research & Development,3,Technical Degree,Female,3,Manufacturing Director,1,10252,4,7
RM901,36,No,Travel_Frequently,Research & Development,3,Technical Degree,Male,1,Research Scientist,2,3692,3,11
RM928,36,No,Travel_Rarely,Research & Development,4,Life Sciences,Female,2,Manufacturing Director,2,5410,3,16
RM943,36,No,Travel_Rarely,Research & Development,4,Technical Degree,Female,3,Healthcare Representative,3,7094,3,7
RM969,36,No,Travel_Frequently,Sales,3,Marketing,Female,2,Sales Executive,1,4639,3,15
RM1012,36,No,Travel_Rarely,Sales,4,Marketing,Female,2,Sales Executive,2,9278,3,5
RM1019,36,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Laboratory Technician,4,5810,3,10
RM1020,36,No,Travel_Rarely,Sales,4,Marketing,Female,2,Sales Executive,1,5647,3,3
RM1103,36,No,Travel_Rarely,Sales,4,Life Sciences,Male,1,Sales Representative,4,2644,4,3
RM1122,36,No,Travel_Rarely,Sales,4,Life Sciences,Female,2,Sales Executive,3,6815,3,1
RM1129,36,No,Travel_Frequently,Research & Development,4,Life Sciences,Male,2,Laboratory Technician,1,5562,3,3
RM1146,36,No,Travel_Rarely,Research & Development,4,Life Sciences,Female,2,Manufacturing Director,3,4663,3,3
RM1174,36,No,Travel_Rarely,Research & Development,4,Life Sciences,Female,3,Healthcare Representative,1,8008,3,3
RM1181,36,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,2,2013,3,4
RM1183,36,No,Non-Travel,Research & Development,4,Medical,Female,2,Manufacturing Director,3,4374,3,3
RM1184,36,No,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Healthcare Representative,1,6842,4,5
RM1200,36,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Healthcare Representative,3,5347,3,3
RM1221,36,No,Travel_Rarely,Sales,4,Life Sciences,Female,2,Sales Representative,4,4502,3,13
RM1237,36,Yes,Travel_Rarely,Sales,5,Marketing,Male,2,Sales Executive,1,6134,3,2
RM1279,36,No,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Healthcare Representative,1,8321,3,12
RM1316,36,No,Travel_Rarely,Research & Development,4,Other,Female,2,Research Scientist,2,6962,4,1
RM1341,36,No,Travel_Rarely,Sales,4,Technical Degree,Female,2,Sales Executive,3,5673,3,10
RM1348,36,No,Travel_Frequently,Human Resources,1,Human Resources,Male,2,Human Resources,4,3886,4,10
RM1356,36,No,Travel_Rarely,Sales,2,Marketing,Male,2,Sales Executive,2,5507,3,4
RM1384,36,No,Non-Travel,Research & Development,4,Life Sciences,Male,1,Laboratory Technician,2,2810,4,5
